roll_number,ranking,schoolname,address1,county,schooltype,pupils,latitude,longitude,ed_id,ed_english
14724V,NULL,SCOIL RONAIN,Oileán Trá Bhán,Galway,primary,30,53.1230091,-9.6681197,67110,INISHMORE
14726C,NULL,KINSALE N S,Knocknabohilly,Cork,primary,108,51.7099803,-8.5144732,47221,KINSALE RURAL
14732U,NULL,SCOIL BHRIDE,Mountnugent,Cavan,primary,94,53.8185511,-7.2532887,27052,KILBRIDE
14767Q,NULL,AGHACASLA N S,Aughacasla,Kerry,primary,98,52.2366,-9.97892,77062,DEELIS
14777T,NULL,KILMYSHALL N S,Kilmyshall,Wexford,primary,143,52.6273204,-6.6559469,247094,NEWTOWNBARRY
14784Q,NULL,DUNMANWAY BOYS SENIOR NATIONAL SCHOOL,Dunmanway,Cork,primary,85,51.7220296,-9.1074689,47145,DUNMANWAY NORTH
14791N,NULL,CAPPAWHITE N S,Cappagh,Tipperary,primary,130,52.5822151,-8.164659,217039,CAPPAGH
14808E,NULL,IRISHTOWN N S,Claremorris,Mayo,primary,61,53.6625737,-8.8902577,157106,KILVINE
14813U,NULL,ROSCARBERY CON N S,Ardagh East,Cork,primary,114,51.5803726,-9.0296174,47282,ROSSCARBERY
14816D,NULL,SCOIL LACHTAIN NAOFA,Cill na Martra,Cork,primary,89,51.90026,-9.08222,47066,CANDROMA
14829M,NULL,Scoil San Eoin,Redcross,Wicklow,primary,33,52.889744,-6.1452741,257012,BALLYARTHUR
14830U,NULL,BAREFIELD MIXED N S,Barefield,Clare,primary,386,52.890303,-8.944164,37097,KILRAGHTIS
14837L,NULL,S N PEADAR AGUS POL,Ballon,Carlow,primary,280,52.7391042,-6.7697839,17004,BALLON
14838N,NULL,MARYBORO N S,Summerhill,Laois,primary,91,53.0345008,-7.2927694,NULL,NULL
14839P,NULL,CLONDROHID N S,Clondrohid,Cork,primary,222,51.9286686,-9.021698,47097,CLONDROHID
14863M,NULL,ACHILL SOUND CONVENT NS,The Points,Mayo,primary,17,53.9288698,-9.9285862,157074,DOOEGA
14873P,NULL,DOOKINELLA N.S.,Low River,Mayo,primary,25,53.9806009,-10.0429704,157139,SLIEVEMORE
14898I,NULL,DRUMEELA N S,Drumeela,Leitrim,primary,22,54.0160688,-7.6595976,117068,NEWTOWNGORE
14900P,NULL,GUSSERANE N S,Gusserane,Wexford,primary,94,52.3083331,-6.8597696,247058,INCH
14903V,NULL,ST JOSEPHS N S,Kilmuckridge,Wexford,primary,200,52.5087867,-6.2884196,247022,BALLYVALDON
14909K,NULL,ST LEONARDS N S,St. Leonards,Wexford,primary,121,52.2803179,-6.8397818,247113,TINTERN
14910S,NULL,St Mary's National School,Castlefinn,Donegal,primary,124,54.83551,-7.4829606,57038,CLONLEIGH SOUTH
14917J,NULL,ZION PARISH PRIMARY SCHOOL,Bushy Park Road,Dublin,primary,93,53.3078865,-6.2746433,268127,RATHFARNHAM
14925I,NULL,S N NAOMH EOIN,Ballinameen,Roscommon,primary,30,53.9165115,-8.1703062,197076,KILLUMMOD
14939T,NULL,RATHFARNHAM PARISH N S,Washington Lane,Dublin,primary,227,53.2934227,-6.3034082,267113,RATHFARNHAM-BALLYROAN
14941G,NULL,RAY N S,Ray,Donegal,primary,64,54.9378818,-7.6177821,57101,KINCRAIGY
14952L,NULL,MUIRE GAN SMAL,Old Chapel Lane,Kerry,primary,113,52.2302163,-9.4610534,77044,CASTLEISLAND
14966W,NULL,KILTEEVAN N S,Kilteevan,Roscommon,primary,32,53.6355277,-8.1149078,197079,KILTEEVAN
14972R,NULL,ALL SAINTS NATIONAL SCHOOL,Carnew,Wicklow,primary,21,52.7097836,-6.4998843,257021,CARNEW
14980Q,NULL,GLASNEVIN N S,Botanic Avenue,Dublin,primary,84,53.372602,-6.267441,268027,BOTANIC A
14987H,NULL,S N AN CHLOCHAN,An Clochán,Kerry,primary,35,52.2304787,-10.1824514,77048,CLOGHANE
14989L,NULL,PASSAGE EAST N S,Crooke,Waterford,primary,76,52.2316468,-6.9739433,NULL,NULL
14993C,NULL,S N RAE NA NDOIRI,Rae na nDoirí,Cork,primary,26,51.9009031,-9.1611976,47127,DERRYFINEEN
14998M,NULL,LYRE A CROMPANE N S,Glashanacree,Kerry,primary,17,52.3510945,-9.4850133,77113,KILSHENANE
15004P,NULL,SCOIL ASICUS,Golf Course Road,Sligo,primary,256,54.267065,-8.6018852,207055,KNOCKAREE
15008A,NULL,SHRONELL N S,Lattin,Tipperary,primary,61,52.4703893,-8.250067,217153,SHRONELL
15014S,NULL,CORCLOUGH NS,Corclogh West,Mayo,primary,82,54.2099572,-9.9755341,157036,BELMULLET
15027E,NULL,S N NA HEAGLAISE,Ahascragh,Galway,primary,38,53.3287621,-8.2269467,67017,BALLINASLOE URBAN
15030Q,NULL,ST MARYS N S,Aghamore,Mayo,primary,97,53.8260502,-8.8203663,157005,AGHAMORE
15032U,NULL,S N MUIRE GAN SMAL,Ceathrú Thaidhg,Mayo,primary,23,54.3131114,-9.8127032,157110,KNOCKADAFF
15033W,NULL,S N TREASA NAOFA MXD,Castletown,Kerry,primary,145,52.3505422,-9.6253164,77093,KILFEIGHNY
15040T,NULL,MERCY CONVENT PRIMARY SCHOOL,Sallins Road,Kildare,primary,559,53.2212924,-6.663386,87071,NAAS URBAN
15042A,NULL,ENNIS N S,Ashline,Clare,primary,640,52.830132,-9.001301,37057,ENNIS RURAL
15043C,NULL,Scoil Na nAingeal Naofa,Carrick Road,Roscommon,primary,270,53.9718467,-8.2998576,197022,BOYLE URBAN
15045G,NULL,S N NAOMH PADRAIG,Elphin Street,Roscommon,primary,49,53.7804071,-8.1039865,197103,STROKESTOWN
15046I,NULL,ST STEPHENS N S,25 Patrick Street,Waterford,primary,410,52.2599331,-7.1144255,228010,CENTRE B
15056L,NULL,S N SAN VINSEANN CAILIN,North William Street,Dublin,primary,244,53.3572087,-6.2465505,268009,BALLYBOUGH A
15071H,NULL,S N CILLINI DIOMA,Killeendeema East,Galway,primary,86,53.1989136,-8.5660931,67170,LOUGHREA URBAN
15101N,NULL,KNOCKBRIDGE MIXED N S,Knockbridge,Louth,primary,301,53.9730132,-6.4854126,147007,CASTLERING
15104T,NULL,SCOIL BHRÍDE,Cannistown,Meath,primary,402,53.60307,-6.81816,167043,KILBRIDE
15113U,NULL,S N SHEAMAIS,Barnacogue,Mayo,primary,19,53.9182124,-8.8670644,157140,SONNAGH
15116D,NULL,ARDVARNEY MXD N S,Cashel,Leitrim,primary,33,54.2197926,-8.2595437,117027,DRUMAHAIRE
15120R,NULL,KILLYCONNAN N S,Stradone,Cavan,primary,84,53.9631646,-7.2577932,27034,CUTTRAGH
15122V,NULL,ST BERNARDS MIXED N S,Abbeylara,Longford,primary,30,53.7714239,-7.4562322,137001,ABBEYLARA
15132B,NULL,HAROLD BOYS N S,St. Patrick's Road,Dublin,primary,132,53.2783949,-6.1036855,267064,DALKEY-COLIEMORE
15135H,NULL,BANTRY BOYS SENIOR NATIONAL SCHOOL,Seskin,Cork,primary,122,51.67737,-9.4401248,47042,BANTRY URBAN
15140A,NULL,BALLINGREE MXD N S,Ballinagree,Cork,primary,49,51.9048039,-8.9588478,47243,MACROOM URBAN
15142E,NULL,NAOMH MICHEAL,Donaghmoyne,Monaghan,primary,76,54.0128702,-6.6887836,177030,CROSSALARE
15143G,NULL,LISDOONAN N S,Lisdonnan,Monaghan,primary,145,54.0287153,-6.7522415,177010,BOCKS
15154L,NULL,NAOMH DOMINIC N S,Kenagh,Longford,primary,167,53.6249201,-7.8187222,137036,KILCOMMOCK
15157R,NULL,MOUNT BRUIS N S,Mount Bruis,Tipperary,primary,70,52.45193,-8.24208,217034,BRUIS
15160G,NULL,THE ROWER MIXED N S,The Rower,Kilkenny,primary,171,52.4527879,-6.9616488,97100,THE ROWER
15165Q,NULL,BALLINTOTAS N S,Ballintotis,Cork,primary,122,51.9094013,-8.0957957,47086,CASTLEMARTYR
15170J,NULL,CASHELSHANAGHAN N S,Ballymaleel,Donegal,primary,27,55.0004458,-7.6610273,57030,CASTLEWRAY
15177A,NULL,CARRIGDUFF NAT SCHOOL,Carrigduff,Wexford,primary,86,52.656986,-6.665168,17017,CRANEMORE
15194A,NULL,NAOMH CAILLIN,Commons,Leitrim,primary,89,54.0266876,-7.8602786,117038,FENAGH
15208I,NULL,Scoil an tStratha Mhóir,Mín an Lábáin,Donegal,primary,85,54.9558392,-7.7342787,NULL,NULL
15217J,NULL,ARDKEERIN N S,Ardeeran,Sligo,primary,122,54.1287649,-8.3957994,207066,RIVERSTOWN
15221A,NULL,ANNAGH N S,Annagh,Clare,primary,93,52.8220525,-9.41445,37095,KILMURRY
15226K,NULL,CAHERLINE N S,Caherline,Limerick,primary,182,52.5686741,-8.4538045,127097,KILMURRY
15253N,NULL,ST PATRICKS GIRLS NS,Cambridge Road,Dublin,primary,162,53.3433566,-6.2255493,268110,PEMBROKE EAST A
15255R,NULL,DON N S,Ballaghadereen,Roscommon,primary,57,53.862433,-8.5437711,197088,LOUGHGLINN
15257V,NULL,QUIGNAMANGER N S,Creggs Road,Mayo,primary,321,54.1316662,-9.1302466,157010,ARDNAREE NORTH
15259C,NULL,S N N MAOLMHAODHAGH C,Anne Stret,Louth,primary,276,53.9979451,-6.405957,NULL,NULL
15260K,NULL,S N N MAOLMHAODHAGH N,Anne Street,Louth,primary,259,54.0008006,-6.407115,NULL,NULL
15279I,NULL,CLOONEY N S,Carrahan,Clare,primary,81,52.8711731,-8.8615103,37035,CLOONEY
15284B,NULL,TANEY N S,Sydenham Villas,Dublin,primary,434,53.288738,-6.2381874,267079,DUNDRUM-KILMACUD
15285D,NULL,SC NA GCREAGACHA DUBHA,Sandy Lane,Louth,primary,444,33.836081,-81.1637245,NULL,NULL
15291V,NULL,STREAMSTOWN MIXED N S,Streamstown,Westmeath,primary,112,53.6318169,-7.2907143,237042,FAUGHALSTOWN
15299O,NULL,GAILE N S,Holycross,Tipperary,primary,33,52.6031026,-7.8672223,217077,GAILE
15301V,NULL,KILDYSART N S,Ennis Road,Clare,primary,134,52.6769373,-9.1038959,37079,KILLADYSERT
15307K,NULL,DALYSTOWN N S,Dalystown,Westmeath,primary,96,53.4351959,-7.3855842,237029,CLONFAD
15308M,NULL,ATHLEAGUE N S,Athleague,Roscommon,primary,75,53.5680369,-8.2493809,197007,ATHLEAGUE WEST
15315J,NULL,ST GEORGES N S,Naul Road,Dublin,primary,391,53.6072119,-6.2039158,267002,BALBRIGGAN RURAL
15318P,NULL,GLENBEG N S,Glenbeg,Waterford,primary,147,52.0702475,-7.6782771,227034,DUNGARVAN RURAL
15320C,NULL,ST MICHAELS NS,Sexton Street,Limerick,primary,121,52.6589813,-8.6227167,128021,GLENTWORTH A
15325M,NULL,CLONBULLOGUE N S,Clonbullogue,Offaly,primary,92,53.2626479,-7.0862525,187020,CLONBULLOGE
15329U,NULL,BUN SCOIL LOUIS NAOFA,Cloughvalley,Monaghan,primary,277,53.977667,-6.7148328,177017,CARRICKMACROSS URBAN
15331H,NULL,S N BAILE NUA,Baile Nua,Galway,primary,84,53.3520418,-9.2265077,67202,SLIEVEANEENA
15337T,NULL,S N MHUIRE,Castlegal,Sligo,primary,42,54.4301796,-8.4541397,207026,CLIFFONY NORTH
15340I,NULL,CARIGEEN N S,Carrigeen,Kilkenny,primary,159,52.2703638,-7.2155385,97002,AGLISH
15342M,NULL,S N NAOMH MHUIRE,Knockconor,Sligo,primary,47,54.0482341,-8.4482228,207080,TOOMOUR
15346U,NULL,Scoil Abán Naofa,Baile Mhúirne,Cork,primary,155,51.9375929,-9.1490655,47296,SLIEVEREAGH
15350L,NULL,STONEHALL N S,Stonehall,Clare,primary,113,52.7252027,-8.9100871,37027,CLENAGH
15354T,NULL,CAMOLIN N S,Camolin,Wexford,primary,106,52.6152643,-6.4262436,247061,KILCOMB
15359G,NULL,SHILLELAGH NO 1 N S,Ballard,Wicklow,primary,30,52.7547231,-6.5399277,257067,SHILLELAGH
15362S,NULL,S N MICHIL NAOFA,Mullinahone,Tipperary,primary,129,52.512722,-7.5036823,217134,MULLINAHONE
15367F,NULL,RIVERCHAPEL N S,Riverchapel,Wexford,primary,360,52.6384674,-6.2348684,247002,ARDAMINE
15370R,NULL,KILLALOE BOYS N S,Convent Hill,Clare,primary,132,52.8044032,-8.4446307,37080,KILLALOE
15378K,NULL,ROCKFIELD N S,Coolney,Sligo,primary,216,54.1738093,-8.6008023,207031,COOLANEY
15380U,NULL,DROMAGH MIXED N S,Dromagh,Cork,primary,42,52.1344259,-8.9504724,47281,ROSNALEE
15382B,NULL,DRUMLEASE N S,Drumlease,Leitrim,primary,142,54.2255201,-8.2927581,117027,DRUMAHAIRE
15395K,NULL,MOUNT BOLUS N S,Mount Bolus,Offaly,primary,35,53.1933154,-7.6257294,187073,RATHROBIN
15407O,NULL,SN BAILE THOMAIS,Ballythomas,Wexford,primary,80,52.6760778,-6.2951133,247053,GOREY URBAN
15408Q,NULL,CONNOLLY N S,Connolly,Clare,primary,42,52.8474255,-8.9887384,NULL,NULL
15410D,NULL,KILCROHANE N S,Kilcrohane,Cork,primary,37,51.5809613,-9.7029974,47289,SHEEPSHEAD
15413J,NULL,BRIDESWELL N S,Brideswell,Roscommon,primary,58,53.4528278,-8.0890766,197018,BALLYNAMONA
15419V,NULL,OULART N S,Oulart,Wexford,primary,175,52.5028226,-6.3899756,247026,BOLABOY
15420G,NULL,BALLYCANEW N S,Ballycanew,Wexford,primary,211,52.6103837,-6.3055556,247010,BALLYCANEW
15425Q,NULL,FAIRYMOUNT N S,Fairymount,Roscommon,primary,29,53.8466775,-8.4847923,197024,BUCKILL
15431L,NULL,KILLAVILLE N S,Killavil,Sligo,primary,24,54.0386376,-8.5535656,207053,KILSHALVY
15446B,NULL,TRUMMERA N S,Tromaire,Laois,primary,36,52.995014,-7.4675763,107073,MOUNTRATH
15452T,NULL,KILDALLON N S,Kildallan,Cavan,primary,43,54.0661185,-7.5500298,27019,CARN
15456E,NULL,BALLYSHANNON N S,Ballyshannon,Kildare,primary,128,53.0874694,-6.8147291,87010,BALLYSHANNON
15475I,NULL,KILCONLY N S,Kilconly,Galway,primary,129,53.5731309,-8.9777719,67096,FOXHALL
15483H,NULL,ST LOUIS N S,Rathkenny,Meath,primary,42,38.6270025,-90.1994042,NULL,NULL
15484J,NULL,GLOUNTHAUNE MIXED N.S.,Glounthane,Cork,primary,447,51.9139625,-8.3418162,47064,CAHERLAG
15496Q,NULL,LEAFFONEY N S,Leaffoney,Sligo,primary,8,54.2564848,-9.0301057,207043,EASKY WEST
15502I,NULL,KILLINKERE N S,Corratinner,Cavan,primary,156,53.8861844,-7.0688276,27059,KILLINKERE
15512L,NULL,ST BRIGID'S PRIMARY SCHOOL,Station Road,Westmeath,primary,231,53.3979743,-7.7236847,237075,MOATE
15516T,NULL,CLONPRIEST N S,Youghal,Cork,primary,126,51.9295913,-7.922309,47103,CLONPRIEST
15523Q,NULL,S N NAOMH IOSEF,Convent Road,Galway,primary,356,53.140007,-8.9441598,67154,KINVARRA
15531P,NULL,"SCOIL MHUIRE,",Newtown,Roscommon,primary,92,53.3586413,-8.2132763,197045,CREAGH
15532R,NULL,CROAGHROSS N S,Portsalon,Donegal,primary,9,55.2108913,-7.626658,57085,GREENFORT
15537E,NULL,S N BAILE FINN,Ballyfin,Laois,primary,233,53.0328123,-7.2987933,NULL,NULL
15539I,NULL,ST JOHNS NS,Logboy,Mayo,primary,35,53.7125006,-8.790594,157025,BALLYHAUNIS
15540Q,NULL,BALLYDUFF B 2 N S,Ballyduff,Waterford,primary,124,52.1423368,-8.0511942,227021,CASTLERICHARD
15543W,NULL,TIBOHINE N S,Teevnacreeva,Roscommon,primary,51,53.8859388,-8.503709,197024,BUCKILL
15545D,NULL,CASTLEPLUNKETT N S,Castleplunkett,Roscommon,primary,54,53.7513523,-8.3471035,197031,CASTLEPLUNKET
15550T,NULL,BALLYHEEDA N S,Ballinhassig,Cork,primary,163,51.7927242,-8.5717234,47306,TEMPLEMICHAEL
15554E,NULL,GORTNACART N S,Gortnacart,Donegal,primary,16,54.7646499,-8.3660025,57004,ARDARA
15555G,NULL,SCOIL CHOLMCILLE,Breaffy,Mayo,primary,243,54.0855226,-9.1053149,157011,ARDNAREE SOUTH RURAL
15556I,NULL,PRESENTATION PRIMARY SCHOOL,Station Road,Laois,primary,709,53.1532666,-7.1816175,107078,PORTARLINGTON SOUTH
15557K,NULL,CLOONFAD N S,Cloonfad,Roscommon,primary,161,53.6867556,-8.7518199,197081,KILTULLAGH
15560W,NULL,BISHOP HARTY NS,Ballinree,Tipperary,primary,75,52.8683371,-8.0946265,217020,BALLYMACKEY
15562D,NULL,CLOCH AN TSIONNAIGH N S,Foxrock,Laois,primary,82,52.9134712,-7.34903,107001,ABBEYLEIX
15563F,NULL,LISHEEN MIXED N S,Lisheen,Cork,primary,58,51.5322978,-9.3761274,47004,AGHADOWN SOUTH
15569R,NULL,SCOIL MOIBHI,Milverton,Dublin,primary,82,53.5781665,-6.1063279,267123,SKERRIES
15571E,NULL,KILGLASS N S,Ballyglass,Sligo,primary,124,54.2282987,-9.0291407,207047,KILGLASS
15584N,NULL,GRANGE N S,Boyle,Roscommon,primary,29,53.936142,-8.3151145,197101,RUSHFIELD
15592M,NULL,SN CEANN TRA MEASCAITHE,Ceann Trá,Kerry,primary,60,52.1333113,-10.3617104,77166,VENTRY
15594Q,NULL,GRANGE FERMOY N S,Grange,Cork,primary,148,52.1511194,-8.3068731,47151,FERMOY RURAL
15597W,NULL,MACROOM BOYS SENIOR NATIONAL SCHOOL,Sleaveen East,Cork,primary,206,51.9027705,-8.9540219,47243,MACROOM URBAN
15614T,NULL,TAUGHMACONNELL N S,Taughmaconnell,Roscommon,primary,103,53.3940037,-8.1720671,197030,CARROWREAGH
15618E,NULL,SANDFORD PARISH NATIONAL SCHOOL,Sandford Close,Dublin,primary,231,53.3219447,-6.247912,268129,RATHMINES EAST B
15622S,NULL,ST PATRICKS NS,Chapelizod Village,Dublin,primary,212,53.3484985,-6.3433938,268037,CHAPELIZOD
15625B,NULL,ST CATHERINES WEST N S,Donore Avenue,Dublin,primary,206,53.3332165,-6.2830807,268103,MERCHANTS QUAY F
15627F,NULL,ST MURAS N S,Burnfoot,Donegal,primary,214,55.0655588,-7.4337064,57063,FAHAN
15628H,NULL,ST JOSEPHS B N S,Abbeytown,Roscommon,primary,102,53.3096938,-6.2820242,268127,RATHFARNHAM
15638K,NULL,EDENDERRY 2 N S,EDENDERRY,Offaly,primary,66,53.3409075,-7.0714159,187036,EDENDERRY URBAN
15644F,NULL,TIERNABOUL N S,KILLARNEY,Kerry,primary,53,52.0741884,-9.443654,77101,KILLARNEY RURAL
15646J,NULL,COOMHOLA N S,Cooryleary,Cork,primary,101,51.7430132,-9.4488453,47160,GLENGARRIFF
15650A,NULL,CORDUFF N S,Lusk,Dublin,primary,97,53.5167359,-6.1906836,267104,LUSK
15654I,NULL,KNOCKCONNON N S,Knockconan,Monaghan,primary,119,54.367902,-6.9650269,177002,ANKETELL GROVE
15656M,NULL,BALLYKILMURRY N S,Ballinamere,Offaly,primary,211,53.287595,-7.562434,187080,SILVERBROOK
15664L,NULL,GRANLAHAN G N S,Granlahan,Roscommon,primary,39,53.7418858,-8.6335579,197012,BALLINLOUGH
15676S,NULL,PADRAIG NAOFA N S,St Patricks Road,Wicklow,primary,302,52.9791029,-6.0470416,257078,WICKLOW URBAN
15680J,NULL,SCOIL AN SPIORAID NAOMH,Roxborough,Limerick,primary,291,52.608145,-8.6249682,127130,ROXBOROUGH
15685T,NULL,ATHEA N SCHOOL,Athea,Limerick,primary,148,52.4607444,-9.285454,127075,GLENAGOWER
15692Q,NULL,BILBOA N SCHOOL,Bilaboa,Limerick,primary,116,52.6344522,-8.2909257,127028,BILBOA
15696B,NULL,SILVERMINES N S,Silvermines,Tipperary,primary,73,52.7918519,-8.2385927,217105,KILMORE
15700M,NULL,CLOVERFIELD N S,Cloverfield,Limerick,primary,64,52.5568918,-8.4059223,127097,KILMURRY
15701O,NULL,BARTLEMY N S,RATHCORMAC,Cork,primary,111,52.0472686,-8.264921,47168,GORTROE
15718I,NULL,S N SEOSAMH COBH,Cobh,Cork,primary,361,51.8543594,-8.2922231,47107,COBH URBAN
15729N,NULL,RATHMULLEN N S,RATHMULLEN,Donegal,primary,96,55.0970707,-7.5363061,57129,RATHMULLAN
15763N,NULL,MOVILLE N S,Greencastle Road,Donegal,primary,54,55.1890182,-7.0400533,57123,MOVILLE
15769C,NULL,MONASTEREVAN CONVENT,Drogheda Street,Kildare,primary,358,53.1402882,-7.0613585,87067,MONASTEREVIN
15770K,NULL,S N NAOMH NAILLE,Na Caologa,Donegal,primary,99,999,999,NULL,NULL
15778D,NULL,ST MARYS N S,Church Road,Tipperary,primary,60,52.8673887,-8.1988301,217136,NENAGH WEST URBAN
15781P,NULL,BALLINTEMPLE N S,BALLINTEMPLE N S,Cork,primary,226,51.8930697,-8.43961,48040,KNOCKREA A
15792U,NULL,UPPER GLANMIRE N S,Ballinvriskig,Cork,primary,321,51.9511112,-8.4307154,NULL,NULL
15795D,NULL,ST MARYS N S,CHURCH STREET,Tipperary,primary,18,52.7995058,-7.8298284,217156,TEMPLEMORE
15796F,NULL,S N COR AN DROMA,CLAREGALWAY,Galway,primary,87,53.4104346,-8.9099312,67010,ANNAGHDOWN
15816I,NULL,ST VINCENTS INF BOYS,North William Street,Dublin,primary,107,53.357108,-6.247397,268009,BALLYBOUGH A
15835M,NULL,ST BRENDANS N S,Mount Pleasant,Galway,primary,218,53.1950198,-8.5608825,67170,LOUGHREA URBAN
15847T,NULL,S N LEITIR MHIC AN BHAIRD,Leitir Mhic a' Bhaird,Donegal,primary,31,54.8475978,-8.3152964,57108,LETTERMACAWARD
15866A,NULL,CARRAKENNEDY N S,Liscarney,Mayo,primary,41,53.7047187,-9.5655382,157138,SLIEVEMAHANAGH
15870O,NULL,SCOIL CHONNLA PHADRAIG,Chapel Lane,Kildare,primary,343,53.182032,-6.7907246,NULL,NULL
15878H,NULL,DERRYQUAY MXD N S,Derrymore,Kerry,primary,39,52.2394194,-9.8227867,77028,BAURTREGAUM
15895H,NULL,DRUMCONDRA N S,Church Avenue,Dublin,primary,58,53.3692974,-6.2494655,268058,DRUMCONDRA SOUTH A
15900U,NULL,THE GLEBE N.S.,AUGHRIM,Galway,primary,19,53.3037738,-8.315003,67015,AUGHRIM
15903D,NULL,KILLAVULLEN N S,Killavullen,Cork,primary,139,52.1465049,-8.5166811,47260,MONANIMY
15923J,NULL,CLONEYHURKE N S,Cloneyhurke,Offaly,primary,30,53.1632,-7.2733,187045,HAMMERLANE
15933M,NULL,CAMROSS N S,CAMROSS,Laois,primary,126,53.0046442,-7.5918418,107067,MARYMOUNT
15937U,NULL,MONASEED N S,Monaseed,Wexford,primary,85,52.7153554,-6.4028275,247088,MONASEED
15940J,NULL,TOMBRACK N S,Tombrack,Wexford,primary,50,52.600363,-6.5510847,247114,TOMBRACK
15945T,NULL,FIRIES MXD N S,Church Road,Kerry,primary,273,52.170803,-9.5937842,77138,MOLAHIFFE
15955W,NULL,SN ARAINN MHOR I,Arainn Mór,Donegal,primary,15,54.9874345,-8.5350585,57003,ARAN
15957D,NULL,RATHANGAN B N S,Rathangan,Kildare,primary,288,53.2214115,-7.0023777,87079,RATHANGAN
15958F,NULL,ST. JOSEPHS N.S.,WOODFORD,Galway,primary,70,53.048244,-8.3934801,67216,WOODFORD
15960P,NULL,GORTLETTERAGH CENTRAL,FORNOCHT,Leitrim,primary,66,53.8818034,-7.8171297,117070,RINN
15962T,NULL,BALLINDAGGIN N S,Ballindaggin,Wexford,primary,170,52.5681136,-6.6781047,247007,BALLINDAGGAN
15963V,NULL,RATHGORMACK B N S,Carrick-on-Suir,Waterford,primary,156,52.3053613,-7.4959863,227042,GLEN
15967G,NULL,CRIMLIN N S,Crimlin,Mayo,primary,23,53.9205497,-9.2570493,157130,PONTOON
15970S,NULL,BALLYTARSNA N S,Ballytarsna,Tipperary,primary,93,52.585169,-7.8308807,217025,BALLYSHEEHAN
15978L,NULL,CURRAHEEN MXD N S,GLENBEIGH,Kerry,primary,37,52.0572874,-9.9214112,77078,GLANBEHY
15980V,NULL,CAMCLOON N S,Ballydangan,Roscommon,primary,65,53.3510748,-8.0611649,197090,MOORE
15981A,NULL,LAKYLE N S,Lakyle,Clare,primary,80,52.9532551,-8.3621416,37054,DRUMMAAN
15983E,NULL,S N NAOMH BROGAIN,Bracknagh,Offaly,primary,84,53.2082262,-7.0941932,187014,BRACKNAGH
15995L,NULL,Star of the Sea,Leahy's Terrace,Dublin,primary,325,53.336074,-6.2190642,268111,PEMBROKE EAST B
15996N,NULL,RATHBANE N S,Curraghmore,Mayo,primary,58,53.9841035,-9.3239353,157028,BALLYNAGORAHER
15997P,NULL,ST BRENDAN'S N.S.,The Square,Galway,primary,56,53.2015248,-8.1297857,67095,EYRECOURT
16009H,NULL,CARRICK MIXED N S,Ballinlough,Roscommon,primary,82,53.7485398,-8.6523689,197012,BALLINLOUGH
16013V,NULL,EDENDERRY CONVENT N S,School Lane,Offaly,primary,384,53.338417,-7.0592417,187036,EDENDERRY URBAN
16014A,NULL,ST FINIANS,Spunkane,Kerry,primary,100,51.8354957,-10.171788,77075,EMLAGH
16021U,NULL,LISANISKA N S,Lisaniska East,Mayo,primary,77,53.9807726,-9.113245,157148,TOOMORE
16023B,NULL,RATHGAROGUE N S,Rathgarogue,Wexford,primary,195,52.4281405,-6.8650871,247121,WHITEMOOR
16027J,NULL,S N MUIRE,Stratford-on-Slaney,Wicklow,primary,73,52.9887547,-6.6725883,257068,STRATFORD
16034G,NULL,TULSK N S,TULSK,Roscommon,primary,86,53.7754263,-8.2429036,197093,OGULLA
16044J,NULL,KILROSS N S,BALLINTOGHER,Sligo,primary,20,54.1929215,-8.4127367,207008,BALLINTOGHER WEST
16052I,NULL,S N NAOMH PADRAIG SAILE,Sáile,Mayo,primary,47,40.2215585,-74.9084514,NULL,NULL
16054M,NULL,ST PATRICKS N S,MURLOG,Donegal,primary,172,54.8424005,-7.5023677,57038,CLONLEIGH SOUTH
16057S,NULL,CONVENT OF MERCY N S,Upper Bridge Street,Cavan,primary,165,54.1000496,-7.4456936,NULL,NULL
16067V,NULL,SCOIL NAIS FININ NAOFA,CLONARD,Meath,primary,64,53.4515329,-7.0231073,167005,ARDNAMULLAN
16070K,NULL,MOUNTMELLICK BOYS N S,Davitt Road,Laois,primary,246,53.1135363,-7.3185284,107072,MOUNTMELLICK URBAN
16071M,NULL,SCOIL CHROI NAOFA,Tuam Road,Galway,primary,353,53.3006276,-8.7470563,67013,ATHENRY
16072O,NULL,NEWBAWN N S,Newbawn,Wexford,primary,131,52.3417151,-6.7945622,247092,NEWBAWN
16077B,NULL,ARDFINNAN N S,Clonmel,Tipperary,primary,231,52.3094069,-7.8806197,217006,ARDFINNAN
16080N,NULL,S N PHADRAIG NAOFA,The Course,Carlow,primary,249,52.8032764,-6.7326985,17051,TULLOW URBAN
16083T,NULL,VIRGINIA MXD N S,Virginia,Cavan,primary,437,53.8354762,-7.075816,27092,VIRGINIA
16087E,NULL,KEALKIL N S,BANTRY,Cork,primary,176,51.7486297,-9.37826,47181,KEALKILL
16092U,NULL,ATHLONE N S,Arcadia,Westmeath,primary,64,53.4323017,-7.9390131,237004,ATHLONE EAST RURAL
16093W,NULL,BALLYCONNELL MXD N S,Ballyconnell,Cavan,primary,172,54.1136857,-7.5819906,27006,BALLYCONNELL
16100Q,NULL,MERCY CONVENT N S,Railway Street,Meath,primary,440,53.6505808,-6.6872237,NULL,NULL
