roll_number,gaeltacht_indicator,deis,island,irish_classification,ethos
11384I,N ,N ,N ,No subjects through Irish,Catholic
18681D,N ,N ,N ,No subjects through Irish,Church Of Ireland
09878V,N ,N ,N ,No subjects through Irish,Catholic
05940D,N ,Y ,N ,No subjects through Irish,Catholic
19803T,Y ,N ,N ,All subjects through Irish,Catholic
17456O,Y ,N ,Y ,All subjects through Irish,Catholic
03294L,Y ,Y ,N ,All subjects through Irish,Catholic
63170G,N ,N ,N ,No subjects taught through Irish,CATHOLIC
19394F,N ,N ,N ,No subjects through Irish,Catholic
17923T,Y ,Y ,N ,All subjects through Irish,Catholic
18369B,N ,N ,N ,No subjects through Irish,Catholic
18019U,N ,N ,N ,No subjects through Irish,Catholic
17907V,N ,N ,N ,No subjects through Irish,Catholic
16635J,N ,Y ,N ,No subjects through Irish,Catholic
72180K,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
17647V,N ,N ,N ,No subjects through Irish,Catholic
15584N,N ,N ,N ,No subjects through Irish,Catholic
14399N,N ,N ,N ,No subjects through Irish,Catholic
61800D,N ,N ,N ,No subjects taught through Irish,CATHOLIC
76077O,N ,Y ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
13500R,N ,N ,N ,No subjects through Irish,Catholic
20003R,N ,Y ,N ,No subjects through Irish,Catholic
19785U,N ,Y ,N ,No subjects through Irish,Catholic
19415K,N ,N ,N ,Some subjects through Irish,Catholic
18557C,N ,N ,N ,No subjects through Irish,Catholic
17289V,Y ,Y ,Y ,All subjects through Irish,Catholic
17563P,N ,N ,N ,No subjects through Irish,Catholic
17443F,N ,Y ,N ,No subjects through Irish,Catholic
16786H,N ,Y ,N ,No subjects through Irish,Catholic
19297H,N ,Y ,N ,No subjects through Irish,Catholic
20252P,N ,N ,N ,All subjects through Irish,Inter Denominational
19536W,N ,N ,N ,No subjects through Irish,Catholic
16108J,N ,Y ,N ,No subjects through Irish,Catholic
15550T,N ,N ,N ,No subjects through Irish,Catholic
12529N,N ,N ,N ,No subjects through Irish,Church Of Ireland
16340N,N ,N ,N ,No subjects through Irish,Catholic
19770H,N ,N ,N ,No subjects through Irish,Catholic
13447Q,N ,N ,N ,No subjects through Irish,Catholic
20301C,N ,N ,N ,All subjects through Irish,Inter Denominational
16829W,Y ,Y ,N ,All subjects through Irish,Catholic
16130C,N ,N ,N ,No subjects through Irish,Catholic
16820E,N ,Y ,N ,No subjects through Irish,Catholic
18029A,N ,N ,N ,No subjects through Irish,Catholic
20202A,N ,Y ,N ,No subjects through Irish,Multi Denominational
18473T,N ,N ,N ,No subjects through Irish,Catholic
18039D,N ,N ,N ,No subjects through Irish,Catholic
16837V,Y ,Y ,N ,All subjects through Irish,Catholic
70360C,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
19642V,N ,Y ,N ,No subjects through Irish,Catholic
17130H,Y ,Y ,N ,All subjects through Irish,Catholic
18049G,N ,N ,N ,No subjects through Irish,Catholic
12692B,N ,N ,N ,No subjects through Irish,Catholic
71390Q,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
19723V,N ,Y ,N ,No subjects through Irish,Catholic
17708P,N ,N ,N ,No subjects through Irish,Catholic
17527L,N ,N ,N ,No subjects through Irish,Catholic
17095I,N ,Y ,N ,No subjects through Irish,Catholic
13174H,N ,Y ,Y ,No subjects through Irish,Catholic
17349N,N ,N ,N ,No subjects through Irish,Catholic
18381O,N ,N ,N ,No subjects through Irish,Catholic
64240G,N ,N ,N ,No subjects taught through Irish,CATHOLIC
91337B,N ,Y ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
14839P,N ,N ,N ,No subjects through Irish,Catholic
16617H,N ,N ,N ,No subjects through Irish,Catholic
18968A,N ,Y ,N ,No subjects through Irish,Catholic
17331R,N ,N ,N ,No subjects through Irish,Catholic
17295Q,Y ,N ,N ,All subjects through Irish,Catholic
20076V,N ,N ,N ,No subjects through Irish,Catholic
17512V,N ,N ,N ,No subjects through Irish,Catholic
18486F,N ,N ,N ,No subjects through Irish,Catholic
09401Q,N ,N ,N ,No subjects through Irish,Catholic
20181S,N ,N ,N ,All subjects through Irish,Catholic
16673R,N ,N ,N ,No subjects through Irish,Catholic
05062A,N ,N ,N ,No subjects through Irish,Church Of Ireland
18857O,N ,N ,N ,No subjects through Irish,Catholic
19290Q,N ,Y ,N ,No subjects through Irish,Catholic
61790D,N ,N ,N ,No subjects taught through Irish,CATHOLIC
17522B,N ,N ,N ,No subjects through Irish,Catholic
02872U,N ,N ,N ,No subjects through Irish,Catholic
16908S,N ,N ,N ,No subjects through Irish,Catholic
65130E,N ,N ,N ,No subjects taught through Irish,CATHOLIC
20006A,N ,N ,N ,All subjects through Irish,Multi Denominational
18225A,N ,N ,N ,No subjects through Irish,Catholic
14300O,N ,N ,N ,No subjects through Irish,Catholic
14290O,N ,Y ,N ,No subjects through Irish,Catholic
20145O,N ,N ,N ,No subjects through Irish,Multi Denominational
20102T,N ,N ,N ,No subjects through Irish,Catholic
01170G,N ,N ,N ,No subjects through Irish,Catholic
16116I,N ,N ,N ,No subjects through Irish,Catholic
16111V,N ,N ,N ,No subjects through Irish,Catholic
63210P,N ,N ,N ,No subjects taught through Irish,CATHOLIC
62930V,N ,N ,N ,No subjects taught through Irish,CATHOLIC
19779C,N ,N ,N ,All subjects through Irish,Catholic
17559B,N ,N ,N ,No subjects through Irish,Catholic
14164J,N ,N ,N ,No subjects through Irish,Church Of Ireland
01434O,N ,N ,N ,No subjects through Irish,Catholic
15903D,N ,N ,N ,No subjects through Irish,Catholic
71300M,Y ,N ,Y ,All pupils taught all subjects through Irish,MULTI DENOMINATIONAL
18516L,N ,N ,N ,No subjects through Irish,Catholic
20517C,N ,N ,N ,All subjects through Irish,Multi Denominational
10739O,N ,N ,N ,No subjects through Irish,Catholic
19912B,N ,Y ,N ,No subjects through Irish,Catholic
72100J,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
18181G,N ,N ,N ,No subjects through Irish,Catholic
70350W,N ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
15923J,N ,N ,N ,No subjects through Irish,Catholic
18666H,N ,N ,N ,No subjects through Irish,Catholic
72171J,N ,Y ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
19162H,N ,N ,N ,No subjects through Irish,Catholic
60342R,N ,N ,N ,No subjects taught through Irish,CATHOLIC
68077S,N ,N ,N ,No subjects taught through Irish,CATHOLIC
76084L,N ,Y ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
13804O,N ,N ,N ,No subjects through Irish,Catholic
17881G,N ,Y ,N ,No subjects through Irish,Catholic
02439G,N ,N ,N ,No subjects through Irish,Catholic
20351R,N ,N ,N ,No subjects through Irish,Multi Denominational
02013S,N ,N ,N ,No subjects through Irish,Catholic
16664Q,N ,Y ,N ,No subjects through Irish,Catholic
17493U,N ,N ,N ,No subjects through Irish,Catholic
11834N,N ,N ,N ,No subjects through Irish,Catholic
16636L,N ,Y ,N ,No subjects through Irish,Catholic
18515J,N ,N ,N ,No subjects through Irish,Catholic
91441T,N ,Y ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
16319W,N ,Y ,N ,No subjects through Irish,Catholic
15997P,N ,N ,N ,No subjects through Irish,Catholic
17536M,N ,N ,N ,No subjects through Irish,Catholic
19357W,Y ,N ,N ,All subjects through Irish,Catholic
17432A,N ,N ,N ,No subjects through Irish,Catholic
16903I,N ,N ,N ,No subjects through Irish,Catholic
00892Q,N ,N ,N ,No subjects through Irish,Catholic
17440W,N ,N ,N ,No subjects through Irish,Catholic
15770K,N ,N ,N ,No subjects through Irish,Catholic
63630O,N ,N ,N ,No subjects taught through Irish,CATHOLIC
19226H,N ,Y ,N ,No subjects through Irish,Catholic
15957D,N ,N ,N ,No subjects through Irish,Catholic
71124S,N ,N ,N ,All pupils taught all subjects through Irish,MULTI DENOMINATIONAL
07358I,N ,N ,N ,No subjects through Irish,Catholic
72480W,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
15496Q,N ,N ,N ,No subjects through Irish,Church Of Ireland
17525H,N ,N ,N ,No subjects through Irish,Catholic
60860Q,N ,N ,N ,No subjects taught through Irish,CATHOLIC
11234M,N ,N ,N ,No subjects through Irish,Catholic
17110B,N ,Y ,N ,No subjects through Irish,Catholic
19852J,N ,N ,N ,All subjects through Irish,Catholic
18331W,N ,N ,N ,No subjects through Irish,Catholic
20188J,N ,Y ,N ,No subjects through Irish,Multi Denominational
20487T,N ,N ,N ,All subjects through Irish,Multi Denominational
20002P,N ,N ,N ,All subjects through Irish,Catholic
72330D,N ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
16872A,N ,N ,N ,No subjects through Irish,Catholic
18296A,N ,N ,N ,No subjects through Irish,Catholic
20235P,N ,Y ,N ,No subjects through Irish,Multi Denominational
19811S,N ,N ,N ,All subjects through Irish,Catholic
62870G,N ,N ,N ,No subjects taught through Irish,CATHOLIC
20218P,N ,Y ,N ,No subjects through Irish,Catholic
76534Q,Y ,N ,Y ,All pupils taught all subjects through Irish,MULTI DENOMINATIONAL
19894C,N ,N ,N ,All subjects through Irish,Catholic
15995L,N ,N ,N ,No subjects through Irish,Catholic
10771K,N ,N ,N ,No subjects through Irish,Church Of Ireland
20044I,N ,N ,N ,All subjects through Irish,Catholic
60481I,N ,N ,N ,No subjects taught through Irish,CATHOLIC
63560T,N ,N ,N ,No subjects taught through Irish,CATHOLIC
13621G,N ,Y ,N ,No subjects through Irish,Catholic
18675I,N ,N ,N ,No subjects through Irish,Catholic
19208F,N ,Y ,N ,No subjects through Irish,Catholic
20439I,N ,N ,N ,No subjects through Irish,Catholic
17730I,N ,N ,N ,No subjects through Irish,Church Of Ireland
16396R,N ,N ,N ,No subjects through Irish,Catholic
63640R,N ,N ,N ,No subjects taught through Irish,CATHOLIC
16100Q,N ,N ,N ,No subjects through Irish,Catholic
08948L,N ,N ,N ,No subjects through Irish,Catholic
12182B,N ,N ,N ,No subjects through Irish,Church Of Ireland
01396J,N ,N ,N ,No subjects through Irish,Catholic
20486R,N ,N ,N ,No subjects through Irish,Multi Denominational
19537B,N ,N ,N ,No subjects through Irish,Catholic
18396E,N ,N ,N ,No subjects through Irish,Catholic
19782O,N ,Y ,N ,No subjects through Irish,Catholic
19551S,N ,N ,N ,No subjects through Irish,Catholic
19468I,N ,Y ,N ,No subjects through Irish,Catholic
17758H,N ,N ,N ,No subjects through Irish,Catholic
16646O,N ,N ,N ,No subjects through Irish,Catholic
20303G,N ,Y ,N ,No subjects through Irish,Multi Denominational
15980V,N ,N ,N ,No subjects through Irish,Catholic
07006A,N ,N ,N ,No subjects through Irish,Catholic
19371Q,N ,N ,N ,All subjects through Irish,Catholic
15431L,N ,N ,N ,No subjects through Irish,Catholic
17189R,N ,N ,N ,No subjects through Irish,Catholic
11843O,N ,N ,N ,No subjects through Irish,Catholic
18451J,N ,N ,N ,All subjects through Irish,Catholic
17682A,N ,N ,N ,No subjects through Irish,Catholic
18111I,N ,N ,N ,No subjects through Irish,Catholic
17602W,N ,N ,N ,No subjects through Irish,Catholic
20345W,Y ,Y ,N ,All subjects through Irish,Catholic
20075T,N ,N ,N ,No subjects through Irish,Catholic
71770D,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
12203G,N ,N ,N ,No subjects through Irish,Catholic
18182I,N ,N ,N ,No subjects through Irish,Catholic
19220S,N ,N ,N ,No subjects through Irish,Catholic
19359D,N ,N ,N ,No subjects through Irish,Catholic
05513H,N ,Y ,N ,No subjects through Irish,Catholic
17367P,N ,N ,N ,No subjects through Irish,Catholic
14650S,N ,N ,N ,No subjects through Irish,Catholic
70640I,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
17523D,N ,N ,N ,No subjects through Irish,Catholic
17952D,N ,N ,N ,No subjects through Irish,Catholic
15157R,N ,N ,N ,No subjects through Irish,Catholic
20134J,N ,N ,N ,No subjects through Irish,Catholic
18366S,N ,N ,N ,No subjects through Irish,Catholic
71540J,N ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
20098I,N ,N ,N ,No subjects through Irish,Multi Denominational
19809I,N ,Y ,N ,No subjects through Irish,Catholic
14000C,N ,Y ,N ,No subjects through Irish,Catholic
17140K,N ,N ,N ,No subjects through Irish,Catholic
12263B,N ,N ,N ,No subjects through Irish,Catholic
18670V,N ,N ,N ,No subjects through Irish,Catholic
15040T,N ,N ,N ,No subjects through Irish,Catholic
81001I,N ,N ,N ,No subjects taught through Irish,CHURCH OF IRELAND
12370C,N ,Y ,N ,No subjects through Irish,Catholic
17122I,Y ,Y ,N ,All subjects through Irish,Catholic
13507I,N ,N ,N ,No subjects through Irish,Catholic
13246G,N ,N ,N ,No subjects through Irish,Catholic
19667O,N ,Y ,N ,No subjects through Irish,Catholic
60550B,N ,Y ,N ,No subjects taught through Irish,CATHOLIC
68305F,N ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
19215C,N ,Y ,N ,No subjects through Irish,Catholic
17991N,N ,Y ,N ,No subjects through Irish,Catholic
10929T,N ,N ,N ,No subjects through Irish,Church Of Ireland
13635R,N ,N ,N ,No subjects through Irish,Catholic
16618J,N ,Y ,N ,No subjects through Irish,Catholic
18120J,Y ,Y ,N ,All subjects through Irish,Catholic
17228B,N ,N ,N ,No subjects through Irish,Catholic
18178R,N ,Y ,N ,No subjects through Irish,Catholic
81006S,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
18778S,N ,N ,N ,No subjects through Irish,Catholic
16458N,N ,N ,N ,No subjects through Irish,Church Of Ireland
64940L,N ,N ,N ,No subjects taught through Irish,CATHOLIC
18573A,N ,N ,N ,No subjects through Irish,Catholic
76106S,N ,N ,N ,All pupils taught all subjects through Irish,MULTI DENOMINATIONAL
18446Q,N ,Y ,N ,No subjects through Irish,Catholic
15331H,Y ,N ,N ,All subjects through Irish,Catholic
20224K,N ,N ,N ,All subjects through Irish,Inter Denominational
91573N,N ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
05220P,N ,N ,N ,No subjects through Irish,Catholic
19401W,N ,Y ,N ,No subjects through Irish,Catholic
16876I,N ,N ,N ,No subjects through Irish,Catholic
60480G,N ,Y ,N ,No subjects taught through Irish,CATHOLIC
63910U,N ,N ,N ,No subjects taught through Irish,CATHOLIC
02889O,N ,N ,N ,No subjects through Irish,Catholic
17018N,Y ,Y ,N ,All subjects through Irish,Catholic
13611D,N ,Y ,N ,No subjects through Irish,Catholic
18880J,N ,N ,N ,No subjects through Irish,Catholic
17601U,N ,N ,N ,No subjects through Irish,Catholic
60300B,N ,N ,N ,No subjects taught through Irish,CATHOLIC
71980O,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
18775M,N ,N ,N ,No subjects through Irish,Catholic
16728Q,N ,N ,N ,No subjects through Irish,Catholic
19970P,N ,N ,N ,No subjects through Irish,Catholic
17986U,N ,N ,N ,No subjects through Irish,Catholic
20113B,N ,Y ,N ,No subjects through Irish,Catholic
65300D,N ,N ,N ,No subjects taught through Irish,CATHOLIC
17124M,N ,N ,N ,No subjects through Irish,Catholic
20140E,N ,Y ,N ,No subjects through Irish,Catholic
15475I,N ,N ,N ,No subjects through Irish,Catholic
01731U,N ,Y ,N ,No subjects through Irish,Catholic
91342R,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
17026M,N ,N ,N ,No subjects through Irish,Catholic
18767N,N ,N ,N ,No subjects through Irish,Catholic
19473B,N ,N ,N ,No subjects through Irish,Catholic
61560J,N ,N ,N ,No subjects taught through Irish,CATHOLIC
19545A,N ,Y ,N ,No subjects through Irish,Catholic
16732H,N ,Y ,N ,No subjects through Irish,Catholic
60510M,N ,Y ,N ,No subjects taught through Irish,CATHOLIC
76333G,N ,N ,N ,No subjects taught through Irish,CATHOLIC
01421F,N ,N ,N ,No subjects through Irish,Catholic
16271U,N ,N ,N ,Some subjects through Irish,Catholic
18327I,N ,N ,N ,No subjects through Irish,Catholic
17617M,N ,N ,N ,No subjects through Irish,Catholic
16573N,N ,N ,N ,No subjects through Irish,Catholic
91499E,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
19418Q,N ,N ,N ,No subjects through Irish,Catholic
19534S,N ,N ,N ,No subjects through Irish,Catholic
60470D,N ,Y ,N ,No subjects taught through Irish,CATHOLIC
19604N,N ,Y ,N ,No subjects through Irish,Catholic
18315B,N ,N ,N ,No subjects through Irish,Catholic
16943U,N ,Y ,N ,No subjects through Irish,Catholic
19855P,N ,N ,N ,All subjects through Irish,Catholic
18151U,N ,Y ,N ,No subjects through Irish,Catholic
18410S,N ,N ,N ,No subjects through Irish,Catholic
13662U,N ,N ,N ,No subjects through Irish,Catholic
07790U,N ,N ,N ,No subjects through Irish,Catholic
07242M,N ,N ,N ,No subjects through Irish,Catholic
13543M,N ,Y ,N ,No subjects through Irish,Catholic
60590N,N ,N ,N ,No subjects taught through Irish,CATHOLIC
20049S,N ,Y ,N ,No subjects through Irish,Catholic
62770C,N ,Y ,N ,No subjects taught through Irish,CATHOLIC
19641T,N ,Y ,N ,No subjects through Irish,Catholic
16302F,N ,N ,N ,No subjects through Irish,Catholic
18500T,N ,N ,N ,No subjects through Irish,Catholic
17841R,N ,Y ,N ,No subjects through Irish,Catholic
71242B,Y ,Y ,N ,All pupils taught all subjects through Irish,MULTI DENOMINATIONAL
19753H,N ,Y ,N ,No subjects through Irish,Catholic
15260K,N ,N ,N ,No subjects through Irish,Catholic
19943M,N ,N ,N ,No subjects through Irish,Catholic
14014N,N ,N ,N ,No subjects through Irish,Catholic
64810V,N ,N ,N ,No subjects taught through Irish,CATHOLIC
19669S,N ,Y ,N ,No subjects through Irish,Catholic
17945G,N ,Y ,N ,No subjects through Irish,Catholic
19904C,N ,N ,N ,No subjects through Irish,Catholic
19366A,N ,N ,N ,No subjects through Irish,Catholic
20062K,N ,N ,N ,No subjects through Irish,Catholic
19324H,N ,Y ,N ,No subjects through Irish,Catholic
76070A,N ,Y ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
16281A,Y ,N ,N ,All subjects through Irish,Catholic
14366V,N ,N ,N ,No subjects through Irish,Catholic
76152C,N ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
01215C,N ,N ,N ,No subjects through Irish,Catholic
09691F,N ,Y ,N ,No subjects through Irish,Catholic
19323F,N ,N ,N ,No subjects through Irish,Catholic
14952L,N ,N ,N ,No subjects through Irish,Catholic
19618B,N ,N ,N ,No subjects through Irish,Catholic
10675O,N ,N ,N ,No subjects through Irish,Catholic
13999J,N ,N ,N ,No subjects through Irish,Multi Denominational
91372D,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
18543O,N ,Y ,N ,No subjects through Irish,Catholic
17313P,N ,N ,N ,No subjects through Irish,Catholic
72050U,Y ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
91493P,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
72320A,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
17877P,N ,N ,N ,No subjects through Irish,Catholic
17224Q,N ,Y ,N ,No subjects through Irish,Catholic
17073V,N ,N ,N ,No subjects through Irish,Catholic
20481H,N ,Y ,N ,No subjects through Irish,Catholic
17494W,N ,N ,N ,No subjects through Irish,Catholic
