S-ID,Name,Type,Ranking,Num Pupils
19475F,ST BRIGIDS NS,primary,,476
19476H,ST OLIVER PLUNKETT NS,primary,,444
19477J,HOLY FAMILY B N S,primary,,327
19478L,Holy Family Girls N S,primary,,351
19479N,RATHMULLAN N S,primary,,408
19480V,ST PATRICKS,primary,,34
19483E,S N DAR EARCA,primary,,47
19486K,SCOIL NAIS DEAGLAIN,primary,,673
19487M,HOLY CROSS PRIMARY SCHOOL,primary,,386
19488O,SCOIL NAOMH FEICHIN,primary,,46
19489Q,SN NAOMH FINNIN,primary,,249
19490B,SCOIL MHUIRE,primary,,228
19491D,SCOIL MHUIRE,primary,,181
19492F,SN OILIBHEAR NAOFA,primary,,67
19494J,BISHOP GALVIN NS,primary,,486
19495L,CARBURY NAT SCH,primary,,222
19496N,SCOIL FHIACHRA SOISIR,primary,,652
19497P,SCOIL MHUIRE,primary,,324
19501D,CAHERMORE NEW CENTRAL S,primary,,44
19502F,SCOIL AENGHUSA JUN NS,primary,,214
19503H,SCOIL CHRONAIN,primary,,409
19505L,SN OILIBHEIR,primary,,266
19506N,CAPPATAGLE CENTRAL SCH,primary,,112
19507P,SCOIL CHAITIGHEIRN,primary,,84
19509T,SCOIL NANO NAGLE,primary,,305
19510E,TALBOT SENIOR NS,primary,,295
19511G,ST SAVIOURS NS,primary,,315
19512I,ST OLIVERS NS,primary,,671
19515O,SN NAOMH TREASA,primary,,441
19518U,S N NAOMH BAOITHIN,primary,,110
19519W,ST BRIDS,primary,,174
19524P,OUR LADY IMMAC SEN N S,primary,,193
19525R,MHICHIL NAOFA,primary,,17
19526T,SN CILL DAIRBHRE,primary,,197
19527V,CABRA CENTRAL N S,primary,,58
19528A,RAMSGRANGE CENTRAL N S,primary,,62
19529C,SCOIL MHUIRE,primary,,404
19533Q,S N MUIRE AGUS IOSEF,primary,,431
19534S,BALLYBAY NATIONAL SCHOOL,primary,,210
19535U,BRACKENSTOWN SENIOR N S,primary,,626
19536W,HOLY FAMILY,primary,,215
19537B,ST ATTRACTAS JUNIOR N S,primary,,343
19538D,ST KEVINS JUNIOR N S,primary,,197
19540N,CLOGHEEN CENTRAL N S,primary,,71
19541P,BELGARD HEIGHTS N S,primary,,404
19542R,ST THOMAS JUNIOR NATIONAL SCHOOL,primary,,569
19543T,SCOIL N AN CROI RO NAOFA,primary,,268
19544V,KILCHREEST CENTRAL SCH,primary,,96
19545A,CORDUFF N S,primary,,204
19546C,ST OLIVER PLUNKETT N S,primary,,142
19549I,ST FINTANS NS,primary,,470
19550Q,BALLYMANY JUNIOR NS,primary,,379
19551S,INCHICRONAN CENTRAL NS,primary,,143
19552U,NAOMH TOLA,primary,,227
19554B,SCOIL MHUIRE,primary,,103
19556F,ST KILIANS JUNIOR SCHOOL,primary,,274
19557H,CAHERAGH NS,primary,,60
19559L,CHRIOST RI,primary,,225
19565G,SCOIL TREASA FIRHOUSE,primary,,431
19566I,OUR LADY QUEEN OF APOSTLES,primary,,545
19568M,ST PATRICKS,primary,,62
19569O,NEILLSTOWN N S,primary,,297
19573F,ST LAURENCES N S,primary,,684
19574H,MARLEY GRANGE NS,primary,,496
19575J,ST MARYS JUNIOR N S,primary,,220
19576L,S N AENGHUSA,primary,,233
19577N,SCOIL IOSA,primary,,119
19578P,ST HELENS JUNIOR N S,primary,,357
19582G,ST MAELRUAINS N S,primary,,78
19583I,ST JOSEPHS SENIOR N S,primary,,138
19584K,SCOIL CHUALANN,primary,,228
19589U,GAELSCOIL INSE CHOR,primary,,241
19595P,ST MARYS CENTRAL SCHOOL,primary,,206
19596R,CROSSERLOUGH N S,primary,,108
19597T,AN LINBH IOSA,primary,,462
19598V,MUIRE NA NGAEL NS,primary,,675
19600F,S N NAOMH MHUIRE,primary,,41
19601H,ST PHILIP THE APOSTLE JUNIOR N S,primary,,260
19604N,SCOIL MHUIRE,primary,,288
19605P,SCOIL NAIS MHUIRE SOIS,primary,,257
19607T,KILPATRICK NS,primary,,233
19608V,ST KILLIANS N S,primary,,363
19611K,SCOIL NAOMH COLMCILLE,primary,,217
19612M,DALKEY SCHOOL PROJECT,primary,,236
19613O,SCOIL CNOC MHUIRE SIN,primary,,171
19614Q,NAOMH BODAIN,primary,,75
19616U,SCOIL MHUIRE,primary,,147
19617W,ST MARTIN DE PORRES N S,primary,,411
19618B,ST PAULS SEN NS,primary,,233
19619D,ST MALACHYS NS,primary,,148
19624T,SCOIL NAIS CAITRIONA,primary,,334
19625V,Scoil Réalt na Mara,primary,,408
19626A,ST CANICES CENTRAL N S,primary,,656
19627C,JOHN PAUL II N S,primary,,736
19628E,ST FIACHRAS SEN N S,primary,,724
19629G,HOLY CROSS SCHOOL,primary,,646
19631Q,GAELSCOIL MHIC EASMAINN,primary,,345
19632S,BALLINAHOWEN NS,primary,,89
19633U,MOYLE N S,primary,,87
19635B,RANSBORO NEW CENTRAL,primary,,247
19636D,ST PATRICKS SENIOR SCHOOL,primary,,226
19637F,SCOIL FIONNBARRA,primary,,86
19638H,COOLDERRY CENTRAL NS,primary,,91
19640R,SCOIL MHUIRE,primary,,107
19641T,SCOIL CHOLMCILLE JUNIOR NS,primary,,166
19642V,ST PETER APOSTLE SEN NS,primary,,290
19643A,ST PHILIPS SENIOR N S,primary,,305
19644C,ST CIARANS N S,primary,,659
19645E,ST OLIVER PLUNKETTS NS,primary,,322
19646G,SCOIL SANTAIN,primary,,330
19647I,ST MARYS SEN N S,primary,,220
19650U,SCOIL CHOLMAIN NAOFA,primary,,482
19651W,CARRACASTLE CENTRAL NS,primary,,65
19652B,AN CHROI RO NAOFA SOIS,primary,,258
19653D,SAN CARLO JUNIOR NS,primary,,266
19658N,BISHOP SHANAHAN NS,primary,,472
19659P,ST BRENDANS N S,primary,,66
19660A,RUSH NS,primary,,750
19661C,ST GABRIELS NS,primary,,270
19662E,ST MICHAELS NS,primary,,379
19663G,ST RAPHAELS NS,primary,,362
19667O,OUR LADY OF LOURDES N S,primary,,146
19668Q,ST FRANCIS SENIOR N S,primary,,219
19669S,LADY OF GOOD COUNSEL BOYS SENIOR NS,primary,,146
19671F,ST PAULS N S,primary,,731
19672H,SCOIL MUIRE NA NGRAST,primary,,383
19673J,ST JOSEPHS N S,primary,,586
19675N,ST BRIGIDS N S,primary,,688
19676P,SCOIL AINE NAOFA,primary,,594
19677R,SCOIL IOSAGAIN,primary,,140
19678T,ST PAULS SENIOR NS,primary,,484
19679V,S N AODHAIN NAOFA,primary,,54
19680G,SCOIL C.UI DHALAIGH,primary,,422
19684O,SCOIL EOIN PHOIL,primary,,327
19685Q,SCOIL CHARTHA NAOFA,primary,,108
19686S,ST MACARTANS CENTRAL,primary,,279
19688W,DROMORE WEST CENTRAL,primary,,57
19689B,BANSHA N S,primary,,74
19690J,CLONOULTY CENTRAL N S,primary,,84
19692N,ST JOHN THE BAPTIST,primary,,345
19693P,MARY QUEEN OF IRELAND N S,primary,,95
19694R,SCOIL MHUIRE SIN,primary,,261
19696V,CASHEL DEANERY,primary,,37
19698C,ST AIDANS NS,primary,,253
19700J,LISDOONVARNA N S,primary,,131
19702N,ST THOMAS JUNIOR N S,primary,,362
19703P,DRUMCORRIN N S,primary,,20
19707A,ST RONANS N S,primary,,404
19710M,BARNACARROLL CENTRAL NS,primary,,172
19713S,ARDEN BOYS NS,primary,,206
19714U,MHUIRE AR CHNOC HAOINE,primary,,255
19716B,ST ATTRACTAS SENIOR N S,primary,,356
19720P,N MICHEAL AGUS PADRAIG,primary,,123
19721R,HOLY FAMILY JUNIOR N S,primary,,644
19723V,QUEEN OF ANGELS PRIMARY SCHOOL,primary,,314
19725C,GAELSCOIL EANNA,primary,,203
19726E,STRADBALLY C. OF IRE. NS,primary,,34
19727G,ST MARYS CENTRAL N S,primary,,538
19730S,SCOIL OILIBHEIR,primary,,546
19734D,ST FRANCIS N S,primary,,105
19736H,SCOIL PHADRAIG,primary,,149
19737J,CASTLEBLAYNEY CENT N S,primary,,20
19738L,ST DYMPNAS NS,primary,,85
19739N,SCOIL MHUIRE COOLCOTTS,primary,,598
19740V,S N AONGHUSA,primary,,201
19741A,SCOIL MHUIRE,primary,,127
19742C,ST COLMCILLE SENIOR N S,primary,,796
19743E,ST BERNADETTES JUNIOR N S,primary,,209
19744G,NIOCLAS NAOFA,primary,,216
19745I,SCARTAGLIN NEW CENT SC,primary,,128
19747M,SCOIL BHRIDE NS,primary,,772
19748O,SCOIL MHUIRE NA NAIRD,primary,,85
19750B,SCOIL MHUIRE,primary,,312
19753H,St Emer's National School,primary,,214
19754J,BRAY SCHOOL PROJECT N S,primary,,240
19755L,SACRED HEART N S,primary,,847
19756N,ST CONALS,primary,,79
19761G,DUNGOURNEY CENTRAL N SC,primary,,215
19762I,ST HELENS SENIOR N S,primary,,331
19764M,OUR LADY OF WAYSIDE N S,primary,,117
19765O,ST THOMAS SENIOR N S,primary,,399
19768U,SCOIL MHUIRE,primary,,493
19769W,SCOIL THOMAIS,primary,,706
19770H,GURTEEN CENTRAL NS,primary,,71
19771J,SCOIL BARRA,primary,,505
19774P,ST JOSEPHS MXD N S,primary,,222
19775R,SCOIL CNOC MHUIRE JUNIOR,primary,,171
19776T,GEESALA CENTRAL SCHOOL,primary,,42
19777V,GAELSCOIL MIDE,primary,,239
19779C,GAELSCOIL NA CILLE,primary,,232
19780K,SCOIL BRIDE,primary,,149
19782O,ST BRIGIDS N S,primary,,226
19784S,ST LASERIANS MXD NS,primary,,176
19785U,ST BERNADETTES SENIOR N S,primary,,211
19786W,CASTLEDERMOT NS MXD,primary,,365
19791P,Scoil Tíghearnach Naofa,primary,,99
19794V,AGHARDS N S,primary,,698
19795A,TIRELLAN HEIGHTS N S,primary,,388
19796C,ST PATRICKS BNS,primary,,523
19797E,SCOIL NAISIUNTA BHRIDE,primary,,521
19798G,ST COLMANS NS,primary,,26
19799I,SACRED HEART N S,primary,,475
19800N,MILFORD GRANGE N SCHOOL,primary,,492
19801P,DRIMOLEAGUE JUNIOR SCH,primary,,59
19803T,SN SEAMUS NAOFA,primary,,266
19808G,TAVRANE CENTRAL NS,primary,,16
19809I,ABBEYCARTON NS,primary,,158
19811S,GAELSCOIL EOGHAIN UÍ THUAIRISC,primary,,477
19812U,FOXFORD CENTRAL NS,primary,,247
19813W,ST. DYMPNA'S NATIONAL SCHOOL,primary,,220
19814B,SCOIL GEARBHAIN,primary,,297
19815D,Scoil Bhríde,primary,,107
19817H,ST MARYS N S,primary,,481
19818J,CREGGS CENTRAL N S,primary,,67
19826I,ST BRENDANS NS,primary,,141
19828M,SN CEARN MOR,primary,,173
19830W,CORPUS CHRISTI N S,primary,,329
19831B,SCOIL CHAOIMHIN,primary,,60
19832D,SCOIL RAIFTEIRI,primary,,231
19833F,"GAELSCOIL CHORAIN,",primary,,316
19834H,ST AIDANS NS,primary,,292
19837N,DRIMNAGH CASTLE CBS N S,primary,,371
19838P,GAEL SC MHICHIL CHIOSOG,primary,,471
19839R,GAEL SCOIL UI RIORDAIN,primary,,776
19840C,HOLY FAMILY SCHOOL,primary,,157
19841E,GLINSK N S,primary,,65
19845M,NORTH DUBLIN NS PROJECT,primary,,226
19846O,REALT NA MAIDNE,primary,,187
19848S,ST ETCHENS NATIONAL SCHOOL,primary,,535
19849U,GAELSCOIL DONNCHA RUA,primary,,66
19850F,LADYSWELL N S,primary,,497
19851H,GAELSCOIL DE HIDE,primary,,358
19852J,GAELSCOIL UI RIADA,primary,,279
19853L,GAELSCOIL PHORT LAIRGE,primary,,205
19855P,GAELSCOIL CHLUAIN DOLCAIN,primary,,441
19856R,GAELSCOIL OSRAI,primary,,459
19857T,SCOIL ROIS,primary,,245
19858V,GAELSCOIL DARA,primary,,458
19865S,DIVINE MERCY JUNIOR NATIONAL SCHOOL,primary,,312
19867W,SCOIL NA RITHE,primary,,226
19871N,ST PATRICKS N S,primary,,57
19872P,SCOIL CHAITLIN MAUDE,primary,,344
19874T,PRESENTATION PRIMARY SCHOOL,primary,,199
19875V,SAN CARLO SENIOR N S,primary,,266
19877C,HOLY FAMILY SENIOR N S,primary,,726
19878E,Holy Rosary Primary School,primary,,593
19879G,NAOMH PADRAIG JUNIOR,primary,,42
19880O,NAOMH PADRAIG SENIOR,primary,,53
19881Q,GAELSCOIL CHARRAIG UI LEIGHIN,primary,,677
19882S,SCOIL AN ATHAIR TADHG O MURCHU,primary,,450
19883U,GAELSCOIL O DOGHAIR,primary,,227
19884W,BALLYBAY CENTRAL NS,primary,,52
19885B,GAELSCOIL PHILIB BARÚN,primary,,219
19886D,GAEL SCOIL THOMAIS DAIBHIS,primary,,428
19888H,ST ANNES MXD N S,primary,,490
19890R,NAOMH MAODHOG N.S.,primary,,278
19892V,GAELSCOIL DHUN DEALGAN,primary,,222
19893A,ST KILIANS SENIOR N S,primary,,260
19894C,AN MHODH SCOIL,primary,,631
19896G,SCOIL CAITRIONA NA MBRAITHRE,primary,,162
19897I,SCOIL UÍ RIADA,primary,,523
19898K,GAELSCOIL AN DUINNINIGH,primary,,450
19899M,GAELSCOILE COBH,primary,,170
19901T,BOOTERSTOWN N S,primary,,89
19903A,KILTIMAGH CENTRAL,primary,,240
19904C,HOLY CROSS N S,primary,,301
19905E,KILKENNY SCHOOL PROJECT,primary,,234
19906G,Cork Educate Together National School,primary,,209
19907I,GAELSCOIL MOLOGA,primary,,228
19908K,GAELSCOIL MHACHAN,primary,,184
19909M,GAELSCOIL PEIG SAYERS,primary,,280
19910U,SLIGO PROJECT SCHOOL,primary,,24
19911W,ST PATRICKS CENTRAL NS,primary,,112
19912B,SCOIL MHUIRE,primary,,117
19913D,ST JOSEPHS NS,primary,,347
19914F,SCOIL NAISIUNTA THOLA,primary,,96
19915H,CLAREMORRIS BOYS NS,primary,,130
19916J,ST PETERS NS,primary,,301
19917L,GAELSCOIL NAOMH AOGAIN,primary,,195
19918N,DRINAGH MIXED NS,primary,,73
19919P,ST DAVIDS N S,primary,,285
19920A,ST JOHN OF GOD N S,primary,,168
19921C,DRUNG NO 2 NS,primary,,27
19922E,OUR LADYS N S,primary,,254
19924I,HAROLDS CROSS N S,primary,,381
19925K,SCOIL MHUIRE,primary,,443
19926M,GAELSCOIL CHOLAISTE MHUIRE,primary,,195
19927O,SCOIL MHUIRE B & C,primary,,453
19928Q,RANELAGH MULTI DENOM NS,primary,,232
19929S,ST BRIGIDS SENIOR GIRLS,primary,,230
19930D,Scoil an Chroí Ró-Naofa,primary,,261
19931F,GAELSCOIL SHEOIRSE,primary,,89
19932H,SN MHIC DARA,primary,,232
19933J,SCOIL TREASA NAOFA,primary,,192
19934L,LIMERICK SCHOOL PROJECT,primary,,213
19935N,SCOIL EOIN,primary,,139
19936P,GAELSCOIL ULTAIN,primary,,394
19937R,GAELSCOIL AONACH,primary,,237
19938T,ST JOSEPHS,primary,,316
19939V,SCOIL NAISIUNTA AN DEA AOIRE,primary,,210
19940G,GAELSCOIL NAOMH PADRAIG,primary,,454
19941I,GAELSCOIL FAITHLEANN,primary,,250
19942K,ST PATRICKS NS,primary,,155
19943M,ST DAMIENS NS,primary,,229
19944O,GORESBRIDGE N.S.,primary,,88
19945Q,RATHFARNHAM EDUCATE TOGETHER,primary,,216
19946S,RUTLAND NATIONAL SCHOOL,primary,,162
19947U,MOUNT SION CBS N S,primary,,328
19948W,SC NA GCEITHRE MAISTRI,primary,,293
19949B,ISLAMIC NATIONAL SCHOOL,primary,,305
19951L,SWINFORD NS,primary,,198
19952N,HOSPITAL NS,primary,,182
19953P,ST MARYS NS,primary,,278
19954R,NORTH BAY EDUCATE TOGETHER NS,primary,,212
19955T,Presentation Primary School,primary,,415
19956V,GAELSCOIL SAIRSEAL,primary,,256
19957A,DROMCLOUGH N S,primary,,249
19958C,S.N. NAOMH FHIACH,primary,,589
19959E,SCOIL NAOMH FIONAN,primary,,226
19960M,ST JOHNS N S,primary,,187
19963S,SCOIL AODH RUA&NUALA,primary,,239
19964U,SCOIL MHUIRE GAN SMAL,primary,,230
19965W,SCOIL MHUIRE,primary,,263
19966B,ST JOSEPHS,primary,,87
19967D,SCOIL IOSAGAIN,primary,,776
19968F,GAELSCOIL DURLAS EILE,primary,,214
19969H,SN UI CHEITHEARNAIGH,primary,,214
19970P,PORTLAW N.S.,primary,,276
19971R,GAELSCOIL ADHAMHNAIN,primary,,467
19972T,S N UILEOG DE BURCA,primary,,124
19973V,SCOIL MHUIRE,primary,,226
19974A,SCOIL EOIN NAOFA,primary,,246
19975C,ST PATRICKS,primary,,87
19976E,ST BEACONS N S,primary,,185
19977G,BANDON BOYS NS,primary,,223
19978I,MAULATRAHANE CENTRAL NS,primary,,38
19979K,ST KEVINS N S,primary,,200
19980S,ST ATTRACTAS N S,primary,,236
19981U,ST MARYS N S,primary,,222
19983B,ST CLARES NS,primary,,432
19985F,OUR LADY OF MERCY N S,primary,,456
19986H,S N EOIN BAISTE,primary,,119
19987J,SCOIL MHUIRE N S,primary,,363
19989N,SCOIL MHUIRE NA TROCAIRE,primary,,202
19990V,GAELSCOIL AN EISCIR RIADA,primary,,207
19991A,GAELSCOIL NA CAMOIGE,primary,,244
19993E,GAELSCOIL AN GHOIRT ALAINN,primary,,369
19994G,GAELSCOIL MHIC AMHLAIGH,primary,,596
19995I,NORTH KILDARE EDUCATE TOGETHER SCH,primary,,379
19996K,ST BRENDANS NS,primary,,226
19997M,SCOIL BHRIGE AGUS BHREANDAIN NAOFA,primary,,292
19998O,GAELSCOIL DE HIDE,primary,,451
19999Q,GAELSCOIL UI CHOIMIN,primary,,64
20000L,GALWAY EDUCATE TOGETHER N.S.,primary,,420
20001N,GAELSCOIL BHEANNTRAI,primary,,156
20002P,GAELSCOIL AN MHUILINN,primary,,241
20003R,ST AIDANS PARISH SCHOOL,primary,,858
20004T,SCOIL AN CROI RO NAOFA,primary,,187
20006A,Gaelscoil Mhichíl Uí Choileáin,primary,,354
20007C,GAELSCOIL CHLUAIN MEALA,primary,,210
20008E,GAELSCOIL LOCH GARMAN,primary,,233
20009G,GAELSCOIL DR M UI SHUILLEABHAIN,primary,,77
20011Q,ST JOHNS SENIOR NS,primary,,214
20012S,GRIFFITH BARRACKS MULTI D SCHOOL,primary,,309
20013U,GAELSCOIL LIOS TUATHAIL,primary,,75
20015B,GAELSCOIL BHAILE MUNNA,primary,,176
20016D,GAELSCOIL UI CHEADAIGH,primary,,228
20017F,SCOIL AN SPIORAID NAOIMH,primary,,478
20018H,Presentation Primary School,primary,,275
20019J,HOLY FAMILY SCHOOL,primary,,195
20020R,GAELSCOIL THAOBH NA COILLE,primary,,458
20022V,SCOIL NA MBUACHAILLI,primary,,246
20023A,GAELSCOIL CHILL DARA,primary,,377
20024C,BUN SCOIL MUIRE,primary,,526
20025E,GAELSCOIL DROICHEAD NA BANNDAN,primary,,178
20026G,Gaelscoil Bhreifne,primary,,103
20027I,GAELSCOIL THIOBRAID ARANN,primary,,90
20029M,ST BRIGIDS INFANT N S,primary,,232
20032B,DUNBOYNE JUNIOR N S,primary,,487
20033D,DUNBOYNE SENIOR N S,primary,,568
20035H,ST GABRIELS N S,primary,,128
20036J,NORTH PRESENTATION PRIMARY SCHOOL,primary,,227
20037L,S N PADRAIG NAOFA,primary,,161
20038N,SCOIL AISEIRI CHRIOST,primary,,309
20039P,SCOIL NAOMH IOSAF,primary,,351
20040A,ST BRENDANS N S,primary,,44
20041C,CONVENT OF MERCY NATIONAL SCHOOL,primary,,308
20042E,SCOIL AN CHROI NAOFA,primary,,286
20043G,GAELSCOIL CHNOC LIAMHNA,primary,,222
20044I,GAELSCOIL CHNOC NA RE,primary,,237
20045K,GAELSCOIL CHILL MHANTÁIN,primary,,266
20046M,GAELSCOIL NA CRUAICHE,primary,,217
20047O,GAELSCOIL BHARRA,primary,,210
20048Q,GAELSCOIL LIOS NA NOG,primary,,228
20049S,RINGASKIDDY LOWER HARBOUR N S,primary,,79
20050D,GAELSCOIL NA NDEISE,primary,,237
20051F,GAELSCOIL NA BOINNE,primary,,227
20052H,GAELSCOIL CHOLMCILLE,primary,,274
20054L,SCOIL EOGHAN,primary,,249
20055N,GAELSCOIL ÉOIS,primary,,114
20056P,GAELSCOIL PHADRAIG,primary,,150
20057R,GAELSCOIL INIS CORTHAIDH,primary,,188
20058T,SCOIL UI FHIAICH,primary,,466
20059V,MOTHER OF DIVINE GRACE,primary,,491
20060G,MONKSTOWN EDUCATE TOGETHER NS,primary,,459
20061I,GAELSCOIL IARFHLATHA,primary,,218
20062K,SCOIL MHUIRE,primary,,100
20063M,SCOIL AN CHLOCHAIR CILL BHEAGAN,primary,,246
20064O,OUR LADY OF CONSOLATION NS,primary,,287
20065Q,OUR LADYS MEADOW NATIONAL SCHOO,primary,,180
20066S,LUCAN EDUCATE TOGETHER NS,primary,,439
20067U,ST JOSEPHS N S,primary,,37
20068W,ST MARYS NATIONAL SCHOOL,primary,,97
20071L,SCOIL BHRIDE,primary,,202
20073P,ST MARYS NS,primary,,439
20075T,ST MOCHULLAS N.S.,primary,,263
20076V,BUN SCOIL BHOTHAR NA NAOMH,primary,,310
20077A,SCOIL AN SPIORAID NAOMH (BOYS),primary,,417
20078C,SN REALT NA MARA,primary,,72
20079E,FOUR MASTERS NS,primary,,297
20080M,GAELSCOIL AN INBHIR MHOIR,primary,,363
20081O,GAELSCOIL PHORT LAOISE,primary,,356
20082Q,GAELSCOIL THULACH NA NÓG,primary,,336
20083S,GAELSCOIL AN LONGFOIRT,primary,,160
20084U,Gaelscoil na gCeithre Maol,primary,,122
20085W,GAELSCOIL CHARRAIG NA SIUIRE,primary,,116
20086B,ENNIS EDUCATE TOGETHER NS,primary,,64
20087D,KILLASHEE MULTI-DENOMINATIONAL NS,primary,,241
20088F,"SCOIL MHUIRE N.S.,",primary,,145
20089H,ST. JOSEPHS N. S.,primary,,455
20091R,ST PETERS NS,primary,,469
20092T,ST ULTANS NS,primary,,402
20094A,SCOIL CHRIOST AN SLANAITHEOIR,primary,,192
20095C,GAELSCOIL BHRIAN BÓROIMHE,primary,,488
20096E,GAELSCOIL NA GCEITHRE MAISTRI,primary,,88
20097G,GAELSCOIL BHUN CRANNACH,primary,,130
20098I,CASTLEKNOCK EDUCATE TOGETHER NS,primary,,432
20101R,THE SACRED HEART PRIMARY N.S.,primary,,190
20102T,ST FERGUS PRIMARY SCHOOL,primary,,131
20103V,JOHN SCOTTUS NS,primary,,190
20104A,ST AUDOENS NS,primary,,185
20105C,STAR OF THE SEA PRIMARY SCHOOL,primary,,406
20106E,SCOIL NIOCLAIS,primary,,840
20107G,GAELSCOIL MHAINISTIR NA CORANN,primary,,526
20108I,"St. John the Apostle, Knocknacarra NS",primary,,430
20110S,S N MHUIRE SENIOR SCHOOL,primary,,335
20111U,Holy Family National School,primary,,226
20112W,CAHERCIVEEN N S,primary,,119
20113B,SCOIL CROI NAOFA,primary,,73
20114D,SCOIL BRÍD,primary,,664
20115F,SCOIL EINNE,primary,,208
20116H,GLOR NA MARA NS,primary,,418
20118L,SCOIL BHRIDE,primary,,118
20120V,St Tiarnach's Primary School,primary,,263
20122C,SCOIL MHUIRE AGUS IOSAF,primary,,249
20123E,GAELSCOIL RIABHACH,primary,,202
20124G,ST MARYS N.S.,primary,,378
20125I,CROSSMOLINA N.S.,primary,,224
20126K,GAELSCOIL DE HIDE,primary,,157
20127M,SCOIL NA MAIGHDINE MHUIRE,primary,,240
20128O,ST MATTHEWS MIXED N.S,primary,,355
20129Q,SCOIL TEAMPALL TOINNE,primary,,117
20130B,ST PATRICKS NS,primary,,804
20131D,EDUCATE TOGETHER NS,primary,,470
20133H,SCOIL DEAN CUSSEN,primary,,255
20134J,ST MICHAELS N. S.,primary,,64
20137P,MARY MOTHER OF HOPE SENIOR NS,primary,,446
20139T,INCHICORE NS,primary,,208
20140E,SCOIL MHUIRE FATIMA BOYS SENIOR,primary,,134
20141G,THE HAROLD SCHOOL,primary,,677
20142I,SCOIL IOSA,primary,,356
20143K,WATERPARK N S,primary,,235
20144M,GAELSCOIL CHOIS FEABHAILL,primary,,81
20145O,SWORDS EDUCATE TOGETHER NS,primary,,442
20146Q,LE CHEILE EDUCATE TOGETHER,primary,,434
20147S,SCOIL MHUIRE AGUS N.TREASA,primary,,145
20148U,GAELSCOIL CHALADH AN TREOIGH,primary,,424
20149W,ST FACHNAN & ST ATTRACTAS N S,primary,,51
20150H,HOLY FAMILY NATIONAL SCHOOL,primary,,143
20151J,GAELSCOIL MHUSCRAÍ,primary,,174
20152L,NORTH DUBLIN MUSLIM NS PROJECT,primary,,316
20155R,ST JOHN THE BAPTIST BOYS SCHOOL,primary,,288
20157V,BUNSCOIL GLEANN SIDHEAIN,primary,,210
20158A,TRALEE EDUCATE TOGETHER NS,primary,,92
20159C,GAELSCOIL NAS NA RIOGH,primary,,419
20160K,WATERFORD EDUCATE TOGETHER NS,primary,,333
20161M,DONABATE/PORTRANE EDUCATE TOGETHER,primary,,454
20163Q,S.N EOIN BAISTE,primary,,185
20164S,NAVAN EDUCATE TOGETHER NS,primary,,225
20165U,GAELSCOIL MHOSHIOLOG,primary,,220
20166W,GRIFFEEN VALLEY EDUCATE TOGETHER NS,primary,,534
20167B,GAELSCOIL EIRNE,primary,,48
20168D,GLASNEVIN EDUCATE TOGETHER NS,primary,,341
20169F,CASTLETOWN N.S,primary,,120
20170N,SCOIL CHOILL MHIC THOMAISIN,primary,,136
20171P,ARDEE EDUCATE TOGETHER N.S,primary,,151
20172R,ST JOSEPHS N S,primary,,423
20173T,ST ANNES PRIMARY SCHOOL,primary,,377
20174V,Scoil Éanna,primary,,223
20175A,LIMERICK CITY EAST EDUCATE TOGETHER,primary,,375
20176C,RUSH AND LUSK EDUCATE TOGETHER NS,primary,,453
20177E,NEWBRIDGE EDUCATE TOGETHER,primary,,400
20178G,WICKLOW EDUCATE TOGETHER NS,primary,,411
20179I,ST STEPHENS NS,primary,,925
20180Q,SCOIL NAOMH EOIN,primary,,353
20181S,GAELSCOIL AN RAITHIN,primary,,333
20182U,ST ENDAS NS,primary,,40
20186F,CASTAHEANY EDUCATE TOGETHER NS,primary,,405
20187H,DIVINE MERCY SENIOR NATIONAL SCHOOL,primary,,504
20188J,MULLINGAR EDUCATE TOGETHER,primary,,406
20189L,TULLAMORE EDUCATE TOGETHER NS,primary,,220
20190T,HOLY TRINITY NATIONAL SCHOOL,primary,,578
20191V,ST PETERS NATIONAL SCHOOL,primary,,75
20192A,GAELSCOIL ÁTHA Í,primary,,195
20193C,SCOIL MOCHEALLÓG,primary,,309
20194E,St. John the Evangelist National School,primary,,396
20196I,Scoil Íosagáin,primary,,176
20197K,St Johns NS,primary,,423
20199O,Scoil Chuimín & Caitríona,primary,,238
20200T,RATOATH SENIOR NS,primary,,495
20201V,TYRRELSTOWN EDUCATE TOGETHER NATIONAL SCHOOL,primary,,575
20202A,BALBRIGGAN EDUCATE TOGETHER NS,primary,,401
20203C,MOHILL N S,primary,,204
20204E,Scoil Mháirtin,primary,,296
20205G,ST MARYS PARISH PRIMARY SCHOOL,primary,,1114
20208M,St Coen's National School,primary,,276
20210W,S N EOIN POL II,primary,,24
20211B,CLAREGALWAY EDUCATE TOGETHER N S,primary,,184
20212D,GAELSCOIL LIATROMA,primary,,146
20214H,GOREY EDUCATE TOGETHER NS,primary,,416
20215J,ST PAULS NS,primary,,665
20216L,SCOIL OILIBHEIR NAOFA,primary,,418
20217N,MOUNT PALMER NATIONAL SCHOOL,primary,,38
20218P,St Columbanus National School,primary,,108
20219R,ST PAULS B N S,primary,,227
20220C,GAELSCOIL UI EARCAIN,primary,,344
20222G,SCOIL CHUIL AODHA BARR D INSE,primary,,85
20223I,GAELSCOIL EISCIR RIADA,primary,,457
20224K,GAELSCOIL AN TSLI DALA,primary,,46
